0	3
12	1
13	1
15	2
17	1
20	1
23	1
24	1
25	1
27	1
32	1
33	3
34	2
35	2
37	1
38	4
40	3
43	1
44	3
46	2
47	2
50	6
55	4
60	1
61	2
62	1
63	2
66	4
67	1
68	2
73	1
77	3
78	2
83	2
84	1
88	2
94	5
100	5
