0	1
13	1
17	1
21	3
22	3
24	1
26	2
27	1
30	2
33	1
34	1
36	1
40	1
41	2
42	2
43	1
44	1
47	2
50	1
52	1
55	1
57	3
63	1
66	1
68	1
71	2
73	1
94	1
100	1
